<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,60,20190425,120000,233.5500000,233.8500000,232.5000000,233.4200000,13111780
SBER,60,20190425,130000,233.4100000,233.8000000,232.8500000,233.6400000,6140520
SBER,60,20190425,140000,233.6900000,234.2000000,233.2100000,233.4100000,5555590
SBER,60,20190425,150000,233.4300000,233.4800000,232.0000000,232.4200000,9517560
SBER,60,20190425,160000,232.4300000,232.5500000,230.3000000,230.7500000,9700210
SBER,60,20190425,170000,230.7000000,230.9300000,228.9400000,229.8300000,12306890
SBER,60,20190425,180000,229.8000000,230.5100000,227.8900000,228.2600000,16003280
SBER,60,20190425,190000,228.2600000,228.7200000,227.8000000,227.8000000,11531380
SBER,60,20190426,110000,227.4700000,227.4700000,224.5000000,225.7800000,23711360
SBER,60,20190426,120000,225.7800000,226.3100000,224.5000000,225.3000000,6489860
SBER,60,20190426,130000,225.2900000,225.7800000,224.7300000,224.9700000,2725330
SBER,60,20190426,140000,224.9700000,226.0100000,224.8600000,225.8100000,3450020
SBER,60,20190426,150000,225.8100000,225.9500000,224.9000000,224.9200000,3158820
SBER,60,20190426,160000,224.9200000,224.9500000,222.1100000,222.3400000,23338230
SBER,60,20190426,170000,222.3700000,223.5000000,222.0800000,222.7600000,8916040
SBER,60,20190426,180000,222.7400000,224.5500000,222.6000000,223.2600000,10039200
SBER,60,20190426,190000,223.2700000,223.5600000,222.3300000,223.1800000,12210180
SBER,60,20190429,110000,223.7000000,225.8000000,223.0500000,225.4500000,12399020
SBER,60,20190429,120000,225.4500000,226.6500000,225.0200000,225.6800000,5673540
SBER,60,20190429,130000,225.7600000,225.8900000,224.6200000,225.6500000,4540700
SBER,60,20190429,140000,225.6500000,225.8800000,225.0100000,225.8000000,1854460
SBER,60,20190429,150000,225.7900000,226.5000000,225.5100000,225.5700000,3282720
SBER,60,20190429,160000,225.6000000,227.5400000,225.5100000,227.4000000,6368350
SBER,60,20190429,170000,227.4000000,227.4300000,226.3200000,226.4600000,3454800
SBER,60,20190429,180000,226.4400000,228.0200000,226.3500000,227.8500000,5001500
SBER,60,20190429,190000,227.8400000,229.0900000,227.5500000,228.8000000,6193410
SBER,60,20190430,110000,229.0200000,229.0200000,225.4100000,226.4000000,13640780
SBER,60,20190430,120000,226.3500000,226.6500000,225.1500000,225.6600000,6436920
SBER,60,20190430,130000,225.6700000,226.4800000,224.8200000,226.1300000,5588980
SBER,60,20190430,140000,226.0800000,227.4300000,226.0600000,227.2600000,6002560
SBER,60,20190430,150000,227.3200000,227.4500000,225.5900000,225.7600000,4742680
SBER,60,20190430,160000,225.7700000,227.2800000,225.6300000,226.2400000,4512120
SBER,60,20190430,170000,226.2400000,226.2900000,225.3700000,225.8300000,4339630
SBER,60,20190430,180000,225.8000000,225.8100000,224.8300000,225.0300000,5916090
SBER,60,20190430,190000,225.0300000,225.1700000,223.8100000,225.1700000,12213220
SBER,60,20190502,110000,226.0000000,228.4800000,225.8500000,227.6800000,8986570
SBER,60,20190502,120000,227.6800000,228.9800000,227.1200000,228.7200000,5408630
SBER,60,20190502,130000,228.7200000,229.8400000,228.6700000,229.1400000,6326310
SBER,60,20190502,140000,229.1500000,229.7000000,228.7000000,228.9900000,1942570
SBER,60,20190502,150000,229.0000000,229.5500000,228.4600000,228.8900000,2260930
SBER,60,20190502,160000,228.8600000,229.0000000,228.2500000,228.8100000,2211270
SBER,60,20190502,170000,228.8100000,229.0000000,227.8000000,228.9600000,4195660
SBER,60,20190502,180000,228.9500000,229.2500000,228.4400000,228.9500000,2172160
SBER,60,20190502,190000,228.9300000,229.1700000,228.7100000,229.1000000,2924960
SBER,60,20190503,110000,229.6900000,231.0000000,228.5500000,229.2500000,10161590
SBER,60,20190503,120000,229.2900000,231.8000000,229.2600000,230.5000000,9539080
SBER,60,20190503,130000,230.4900000,230.8900000,229.6200000,230.0800000,4222330
SBER,60,20190503,140000,230.0500000,230.6500000,229.5000000,230.1200000,2793540
SBER,60,20190503,150000,230.1700000,230.4000000,229.4000000,230.2400000,2415650
SBER,60,20190503,160000,230.2200000,230.8900000,230.0200000,230.6300000,3045420
SBER,60,20190503,170000,230.6800000,231.7000000,230.3500000,231.3500000,3996090
SBER,60,20190503,180000,231.3500000,232.3900000,230.9000000,232.2400000,5424260
SBER,60,20190503,190000,232.2400000,233.0000000,232.1500000,232.5200000,6006290
SBER,60,20190506,110000,228.7200000,229.7000000,227.0000000,228.7100000,16527350
SBER,60,20190506,120000,228.7000000,229.5900000,228.2800000,228.8800000,3930850
SBER,60,20190506,130000,228.8800000,229.2000000,227.6500000,228.1800000,4629940
SBER,60,20190506,140000,228.1800000,229.3000000,228.0500000,228.8900000,2536330
SBER,60,20190506,150000,228.9200000,229.3000000,228.7000000,229.0500000,1094200
SBER,60,20190506,160000,229.0500000,229.5500000,228.4300000,229.4600000,1926160
SBER,60,20190506,170000,229.4500000,231.0000000,228.8300000,230.9800000,6096660
SBER,60,20190506,180000,231.0000000,231.9000000,230.9500000,231.7100000,6305820
SBER,60,20190506,190000,231.7100000,232.8000000,231.5100000,232.8000000,5100500
SBER,60,20190507,110000,232.7000000,234.3400000,232.4000000,233.1000000,9354570
SBER,60,20190507,120000,233.1000000,233.8500000,232.5300000,232.9000000,3475370
SBER,60,20190507,130000,232.8300000,233.1300000,231.9000000,232.9000000,4143010
SBER,60,20190507,140000,232.9000000,233.5900000,232.5500000,232.7600000,2821750
SBER,60,20190507,150000,232.7700000,233.1400000,232.2000000,232.4100000,2888070
SBER,60,20190507,160000,232.4300000,232.7300000,231.2000000,231.2000000,5750990
SBER,60,20190507,170000,231.2000000,231.6100000,230.6000000,230.8300000,7514220
SBER,60,20190507,180000,230.8600000,231.3000000,230.3500000,230.5700000,6572310
SBER,60,20190507,190000,230.5700000,231.4900000,230.2600000,231.4900000,3950410
SBER,60,20190508,110000,231.0300000,231.9000000,230.6100000,231.5000000,5946970
SBER,60,20190508,120000,231.5000000,232.5000000,230.8000000,230.8700000,5860620
SBER,60,20190508,130000,230.8700000,231.1900000,229.5100000,229.7800000,5775360
SBER,60,20190508,140000,229.7400000,230.1900000,229.5000000,230.0600000,4206550
SBER,60,20190508,150000,230.0700000,230.7900000,229.7700000,230.5300000,3327750
SBER,60,20190508,160000,230.4800000,231.8000000,230.3000000,231.0400000,3379040
SBER,60,20190508,170000,231.1100000,231.2300000,229.8500000,230.6300000,3598790
SBER,60,20190508,180000,230.6800000,231.0800000,230.4100000,230.8300000,3558510
SBER,60,20190508,190000,230.8100000,231.5000000,230.0000000,230.0000000,6602130
SBER,60,20190510,110000,227.0000000,229.2500000,226.1100000,228.8000000,13951810
SBER,60,20190510,120000,228.8000000,229.0800000,227.5500000,227.7300000,4723140
SBER,60,20190510,130000,227.7000000,228.2600000,227.5000000,227.7300000,3496230
SBER,60,20190510,140000,227.6800000,228.8600000,227.4900000,227.8400000,3054880
SBER,60,20190510,150000,227.8600000,228.4900000,227.6500000,228.2000000,1342700
SBER,60,20190510,160000,228.2000000,228.4900000,227.8500000,228.3300000,1781380
SBER,60,20190510,170000,228.3200000,229.4900000,228.1400000,228.6000000,3862040
SBER,60,20190510,180000,228.5700000,228.5900000,226.4000000,227.1100000,7433850
SBER,60,20190510,190000,227.1000000,227.4100000,226.7800000,227.0000000,4317200
SBER,60,20190513,110000,226.6000000,227.3000000,225.9000000,226.2900000,6533320
SBER,60,20190513,120000,226.2300000,227.1200000,225.2700000,227.0400000,6586200
SBER,60,20190513,130000,227.0000000,228.6700000,227.0000000,227.9700000,7207620
SBER,60,20190513,140000,227.9600000,228.3400000,227.3600000,227.8500000,2353890
SBER,60,20190513,150000,227.8700000,228.1000000,227.0700000,227.1300000,2090510
SBER,60,20190513,160000,227.1300000,227.4000000,225.6000000,225.6400000,5009330
SBER,60,20190513,170000,225.6300000,225.9600000,224.1500000,224.4600000,7540720
SBER,60,20190513,180000,224.5200000,225.4500000,224.1500000,225.2200000,5401800
SBER,60,20190513,190000,225.2100000,225.8900000,224.2200000,224.2200000,4341720
SBER,60,20190514,110000,224.6000000,226.8000000,224.6000000,225.9000000,8245830
SBER,60,20190514,120000,225.9000000,226.5700000,225.5300000,226.1500000,3152860
SBER,60,20190514,130000,226.1500000,227.9000000,225.9100000,227.9000000,6771530
SBER,60,20190514,140000,227.9000000,229.3000000,227.3300000,228.8600000,13665980
SBER,60,20190514,150000,228.8400000,229.4200000,228.5100000,228.8300000,4049030
SBER,60,20190514,160000,228.8300000,229.8000000,228.1100000,228.1700000,6832350
SBER,60,20190514,170000,228.1300000,230.5500000,227.9000000,228.7100000,13377260
SBER,60,20190514,180000,228.7100000,229.2300000,227.6100000,227.6800000,8642230
SBER,60,20190514,190000,227.6500000,228.9400000,226.9000000,227.8800000,11818030
SBER,60,20190515,110000,228.9200000,230.9600000,226.6700000,227.6700000,12003800
SBER,60,20190515,120000,227.7000000,228.4100000,226.8500000,227.5200000,5445790
SBER,60,20190515,130000,227.5200000,228.4500000,226.0000000,226.0500000,5221070
SBER,60,20190515,140000,226.0000000,226.3000000,224.4300000,224.5400000,8242100
SBER,60,20190515,150000,224.6000000,226.6000000,224.5000000,225.9600000,3818140
SBER,60,20190515,160000,225.9000000,226.3000000,224.6300000,224.8800000,3239380
SBER,60,20190515,170000,224.8400000,226.7800000,224.6100000,226.7800000,4818900
SBER,60,20190515,180000,226.7800000,229.9000000,226.7800000,229.0900000,11611290
SBER,60,20190515,190000,229.0900000,229.8500000,228.6900000,228.6900000,6608730
SBER,60,20190516,110000,228.9800000,230.5000000,227.5900000,230.2200000,7258070
SBER,60,20190516,120000,230.2300000,231.4500000,229.8000000,231.1200000,7263990
SBER,60,20190516,130000,231.1300000,231.3000000,229.1600000,229.6700000,3775610
SBER,60,20190516,140000,229.6600000,230.5000000,228.7600000,229.4400000,2841300
SBER,60,20190516,150000,229.4000000,229.9000000,228.2000000,229.7200000,3013860
SBER,60,20190516,160000,229.7400000,230.4700000,229.0500000,229.5700000,3266260
SBER,60,20190516,170000,229.5700000,229.9600000,228.9000000,229.4200000,1697580
SBER,60,20190516,180000,229.3300000,230.2000000,228.5100000,229.2300000,4540160
SBER,60,20190516,190000,229.2000000,229.4800000,228.1900000,228.1900000,6437910
SBER,60,20190517,110000,226.9800000,228.2000000,226.1400000,227.7200000,6167370
SBER,60,20190517,120000,227.6800000,227.8800000,226.5800000,227.3100000,3195060
SBER,60,20190517,130000,227.3100000,227.4100000,226.7000000,226.9300000,1424380
SBER,60,20190517,140000,226.9500000,227.2500000,226.5000000,227.1500000,1753090
SBER,60,20190517,150000,227.1000000,227.3700000,226.2200000,226.7500000,2465950
SBER,60,20190517,160000,226.7000000,227.1000000,226.0000000,226.5000000,3358710
SBER,60,20190517,170000,226.5600000,227.6500000,226.0600000,227.4000000,2693140
SBER,60,20190517,180000,227.3600000,227.9800000,226.6700000,227.9600000,2828750
SBER,60,20190517,190000,227.9600000,228.2400000,226.9400000,226.9400000,4525850
SBER,60,20190520,110000,228.1000000,229.1800000,227.4900000,227.6400000,5659700
SBER,60,20190520,120000,227.6000000,228.3000000,226.2500000,226.3900000,3489970
SBER,60,20190520,130000,226.3900000,226.7900000,225.7000000,226.0300000,3023100
SBER,60,20190520,140000,226.0100000,226.1500000,225.3000000,225.9100000,3070090
SBER,60,20190520,150000,225.9000000,226.5000000,225.7900000,226.2100000,1790840
SBER,60,20190520,160000,226.2400000,226.2700000,225.1600000,225.5200000,2347980
SBER,60,20190520,170000,225.5000000,226.1100000,225.1000000,225.7100000,2814100
SBER,60,20190520,180000,225.7300000,227.4900000,225.6800000,226.1800000,4451030
SBER,60,20190520,190000,226.2000000,226.6200000,225.7000000,226.0000000,3441440
SBER,60,20190521,110000,227.0200000,227.4100000,226.4600000,226.8100000,5707330
SBER,60,20190521,120000,226.7900000,227.2600000,226.2100000,226.5200000,3195480
SBER,60,20190521,130000,226.5200000,227.3000000,226.0400000,226.9800000,5316690
SBER,60,20190521,140000,226.9800000,230.0000000,226.9300000,229.1900000,14269380
SBER,60,20190521,150000,229.1600000,230.3400000,228.5500000,229.6500000,5274190
SBER,60,20190521,160000,229.6500000,230.3400000,229.4500000,229.8000000,3191610
SBER,60,20190521,170000,229.8000000,229.8800000,229.0300000,229.3700000,3950760
SBER,60,20190521,180000,229.3700000,231.2000000,228.9000000,231.1300000,8223200
SBER,60,20190521,190000,231.1600000,232.7100000,231.0100000,232.7100000,9938770
SBER,60,20190522,110000,233.1300000,233.9300000,230.8000000,231.0600000,9951200
SBER,60,20190522,120000,231.0000000,232.9900000,230.9000000,231.9300000,4934060
SBER,60,20190522,130000,231.9300000,236.6400000,231.8500000,236.0400000,12955230
SBER,60,20190522,140000,236.0400000,236.6500000,235.5500000,235.8100000,4498870
SBER,60,20190522,150000,235.8100000,237.4000000,235.8100000,237.0900000,5382110
SBER,60,20190522,160000,237.0900000,237.1700000,235.8000000,236.7900000,4363360
SBER,60,20190522,170000,236.8200000,237.0000000,236.0100000,236.6000000,3241920
SBER,60,20190522,180000,236.6000000,236.9200000,235.0700000,235.7300000,7189660
SBER,60,20190522,190000,235.7200000,236.8800000,235.2700000,235.8600000,6854900
SBER,60,20190523,110000,234.4800000,235.3700000,232.5700000,233.3100000,11098170
SBER,60,20190523,120000,233.3000000,233.5000000,231.7100000,232.4600000,5569000
SBER,60,20190523,130000,232.4000000,233.4000000,231.8500000,233.0300000,2891400
SBER,60,20190523,140000,233.0700000,234.1800000,232.4500000,233.2000000,3940220
SBER,60,20190523,150000,233.3000000,233.4900000,232.2300000,232.8000000,3907140
SBER,60,20190523,160000,232.8200000,233.0000000,231.2100000,231.6700000,5153130
SBER,60,20190523,170000,231.7200000,232.0800000,230.4500000,230.7100000,5159860
SBER,60,20190523,180000,230.6600000,231.3100000,229.0400000,229.0500000,7760650
SBER,60,20190523,190000,229.0900000,230.1500000,228.5700000,229.3000000,5814000
SBER,60,20190524,110000,231.2100000,234.8500000,231.2000000,234.3000000,16648030
SBER,60,20190524,120000,234.3000000,235.2900000,233.1100000,233.8500000,8272560
SBER,60,20190524,130000,233.8500000,234.2700000,233.0200000,233.6800000,3821430
SBER,60,20190524,140000,233.7100000,235.1700000,233.5300000,234.9500000,5271810
SBER,60,20190524,150000,234.9500000,236.4500000,234.9300000,235.3400000,8098110
SBER,60,20190524,160000,235.4100000,235.6500000,234.1100000,235.3400000,3935640
SBER,60,20190524,170000,235.3400000,235.9200000,234.5500000,234.7600000,3644210
SBER,60,20190524,180000,234.8100000,235.4400000,232.6100000,233.3000000,8899840
SBER,60,20190524,190000,233.2900000,234.5000000,233.1000000,234.4500000,7089130
SBER,60,20190527,110000,235.2700000,237.0000000,235.0000000,235.6000000,8807900
SBER,60,20190527,120000,235.6300000,236.4700000,235.1800000,235.7000000,3873050
SBER,60,20190527,130000,235.7000000,235.8500000,234.5500000,234.9500000,2688480
SBER,60,20190527,140000,234.9700000,235.2500000,234.4000000,235.0300000,2042600
SBER,60,20190527,150000,235.0300000,235.3200000,234.7100000,234.9300000,1120150
SBER,60,20190527,160000,234.9300000,235.2400000,234.0500000,234.3300000,2397150
SBER,60,20190527,170000,234.3700000,234.5400000,233.8300000,234.2500000,1592300
SBER,60,20190527,180000,234.2400000,235.1900000,234.0000000,234.9800000,1910450
SBER,60,20190527,190000,235.0100000,236.0000000,235.0000000,236.0000000,3320710
SBER,60,20190528,110000,236.4000000,237.2000000,234.7000000,236.1100000,8639420
SBER,60,20190528,120000,236.1000000,236.1700000,235.1000000,235.8300000,3448640
SBER,60,20190528,130000,235.7500000,236.1000000,235.3800000,235.9800000,2307090
SBER,60,20190528,140000,235.8700000,236.3000000,235.2200000,235.9400000,2926860
SBER,60,20190528,150000,235.9100000,236.9100000,235.7000000,236.3600000,3359060
SBER,60,20190528,160000,236.3600000,237.4700000,235.8500000,236.0700000,6608270
SBER,60,20190528,170000,236.0800000,236.3400000,235.5000000,235.6900000,5210430
SBER,60,20190528,180000,235.6800000,235.8400000,232.8100000,232.9400000,9234120
SBER,60,20190528,190000,232.9400000,233.9100000,230.6000000,233.1900000,32297130
SBER,60,20190529,110000,232.1900000,233.5000000,231.6100000,232.2100000,9056540
SBER,60,20190529,120000,232.2300000,232.2600000,230.2500000,231.7000000,6501170
SBER,60,20190529,130000,231.6900000,232.1200000,230.7200000,231.6100000,3134530
SBER,60,20190529,140000,231.5800000,233.0000000,231.3400000,232.6900000,3292230
SBER,60,20190529,150000,232.6500000,232.7400000,231.7200000,232.5100000,3141350
SBER,60,20190529,160000,232.5000000,233.9000000,231.8100000,233.6300000,5639310
SBER,60,20190529,170000,233.7100000,234.3000000,231.6000000,231.9200000,8899950
SBER,60,20190529,180000,231.9900000,233.4500000,231.9100000,232.7900000,4943690
SBER,60,20190529,190000,232.7600000,234.2400000,232.7000000,233.4000000,6755310
SBER,60,20190530,110000,234.5600000,235.2100000,233.6500000,233.9500000,7070160
SBER,60,20190530,120000,233.9500000,234.2900000,233.1500000,233.8100000,3386750
SBER,60,20190530,130000,233.7600000,234.5800000,233.3300000,233.8900000,2936710
SBER,60,20190530,140000,233.8800000,234.1000000,232.9600000,233.2200000,2940480
SBER,60,20190530,150000,233.2500000,233.5800000,232.6100000,232.6400000,3312040
SBER,60,20190530,160000,232.6100000,233.4700000,231.9100000,233.1900000,5308620
SBER,60,20190530,170000,233.1900000,233.6700000,232.3400000,233.1300000,4299990
SBER,60,20190530,180000,233.2100000,233.5500000,232.7500000,232.9200000,2657580
SBER,60,20190530,190000,232.9400000,233.5000000,232.5300000,232.7500000,4394330
SBER,60,20190531,110000,230.5600000,232.4600000,229.5900000,231.7300000,7789270
SBER,60,20190531,120000,231.7700000,231.9900000,231.4000000,231.8000000,2332100
SBER,60,20190531,130000,231.8100000,232.3100000,230.6600000,230.9100000,5766340
SBER,60,20190531,140000,230.8700000,230.8700000,229.2100000,230.3500000,8134990
SBER,60,20190531,150000,230.3500000,231.4200000,230.0800000,231.0200000,4209580
SBER,60,20190531,160000,231.0200000,231.8500000,230.4900000,230.8500000,3873150
SBER,60,20190531,170000,230.8500000,231.4100000,229.7600000,230.4900000,4050430
